tag,text
p,Names of features seen during first step fit method.
p,Convenience function for simplified pipeline construction.
p,"Transform the data, and apply decision_function with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls decision_function method. Only valid if the final estimator
implements decision_function ."
p,"Data to predict on. Must fulfill input requirements of first step
of the pipeline."
p,"Parameters requested and accepted by steps. Each step must have
requested certain metadata for these parameters to be forwarded to
them."
p,"Added in version 1.4: Only available if enable_metadata_routing=True . See Metadata Routing User Guide for more
details."
p,Result of calling decision_function on the final estimator.
p,Fit the model.
p,"Fit all the transformers one after the other and sequentially transform the
data. Finally, fit the transformed data using the final estimator."
p,"Training data. Must fulfill input requirements of first step of the
pipeline."
p,"Training targets. Must fulfill label requirements for all steps of
the pipeline."
p,"If enable_metadata_routing=False (default): Parameters passed to the fit method of each step, where each parameter name is prefixed such
that parameter p for step s has key s__p ."
p,"If enable_metadata_routing=True : Parameters requested and accepted by
steps. Each step must have requested certain metadata for these parameters
to be forwarded to them."
p,"Changed in version 1.4: Parameters are now passed to the transform method of the
intermediate steps as well, if requested, and if enable_metadata_routing=True is set via set_config ."
p,"See Metadata Routing User Guide for more
details."
p,Pipeline with fitted steps.
p,"Transform the data, and apply fit_predict with the final estimator."
p,"Call fit_transform of each transformer in the pipeline. The
transformed data are finally passed to the final estimator that calls fit_predict method. Only valid if the final estimator implements fit_predict ."
p,"Training data. Must fulfill input requirements of first step of
the pipeline."
p,"Training targets. Must fulfill label requirements for all steps
of the pipeline."
p,If enable_metadata_routing=False (default): Parameters to the predict called at the end of all transformations in the pipeline.
p,"Changed in version 1.4: Parameters are now passed to the transform method of the
intermediate steps as well, if requested, and if enable_metadata_routing=True ."
p,"Note that while this may be used to return uncertainties from some
models with return_std or return_cov , uncertainties that are
generated by the transformations in the pipeline are not propagated
to the final estimator."
p,Result of calling fit_predict on the final estimator.
p,Fit the model and transform with the final estimator.
p,"Fit all the transformers one after the other and sequentially transform
the data. Only valid if the final estimator either implements fit_transform or fit and transform ."
p,Transformed samples.
p,Transform input features using the pipeline.
p,"A MetadataRouter encapsulating
routing information."
p,"Returns the parameters given in the constructor as well as the
estimators contained within the steps of the Pipeline ."
p,Apply inverse_transform for each step in a reverse order.
p,All estimators in the pipeline must support inverse_transform .
p,"Data samples, where n_samples is the number of samples and n_features is the number of features. Must fulfill
input requirements of last step of pipeline’s inverse_transform method."
p,"Inverse transformed data, that is, data in the original feature
space."
p,"Read-only attribute to access any step by given name.
Keys are steps names and values are the steps objects."
p,"Transform the data, and apply predict with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls predict method. Only valid if the final estimator implements predict ."
p,Result of calling predict on the final estimator.
p,"Transform the data, and apply predict_log_proba with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls predict_log_proba method. Only valid if the final estimator
implements predict_log_proba ."
p,"If enable_metadata_routing=False (default): Parameters to the predict_log_proba called at the end of all transformations in the
pipeline."
p,Result of calling predict_log_proba on the final estimator.
p,"Transform the data, and apply predict_proba with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls predict_proba method. Only valid if the final estimator implements predict_proba ."
p,If enable_metadata_routing=False (default): Parameters to the predict_proba called at the end of all transformations in the pipeline.
p,Result of calling predict_proba on the final estimator.
p,"Transform the data, and apply score with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls score method. Only valid if the final estimator implements score ."
p,"Targets used for scoring. Must fulfill label requirements for all
steps of the pipeline."
p,"If not None, this argument is passed as sample_weight keyword
argument to the score method of the final estimator."
p,Result of calling score on the final estimator.
p,"Transform the data, and apply score_samples with the final estimator."
p,"Call transform of each transformer in the pipeline. The transformed
data are finally passed to the final estimator that calls score_samples method. Only valid if the final estimator implements score_samples ."
p,Result of calling score_samples on the final estimator.
p,Set callbacks for the estimator.
p,The callbacks to set.
p,The estimator instance itself.
p,"Set the output container when ""transform"" and ""fit_transform"" are called."
p,Calling set_output will set the output of all estimators in steps .
p,"Valid parameter keys can be listed with get_params() . Note that
you can directly set the parameters of the estimators contained in steps ."
